PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Carola,381,254289,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.394038217236,0.983601805188378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92587530380072,5.49179570321083,260.489229287227,8.26983120822743,115.641008681416,1.77176960195525,NA,NA,NA,NA,NA,NA,NA,108.451476991878
Carroll,398,3535,USDA,domestica,dessert,Canada,new,1961,NA,NA,NA,NA,NA,5.49303411224663,NA,257.618668997738,185.742331925816,12.9571439050056,4.76496442470079,151.07861117965,1.04246405761155,2.34420034130536,108.206868198293,NA,NA,NA,NA,NA,2.0636,10.9,140.288,1.9822,5.28203140143439,11.6493086806536,6.14398561141646,240.081617008859,5.93347254124852,166.211265987517,1.86867068872998,-66.4126817587997,-6.43221586099785,-15.5965757396156,-66.592918628677,182.662506202431,NA,NA,89.9711415806668
Cartigny,502,140200,USDA,domestica,cider,France,old,NA,2.3584,13.8,60.208,5.0927,5.85142469470828,NA,18.9392394782753,279.357264622242,79.9963598070365,12.567988991427,7.4444108728015,160.986220995678,1.4316835831542,NA,117.994926345217,NA,9.80276963493039,-24.736575332639,-31.5902885128706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16051717714071,8.77105521688347,NA
Casa Nova de Alco Baca-9,178,159256,USDA,domestica,dessert,Portugal,old,NA,1.2998,14.8,122.212,4.1015,11.3863671334051,NA,6.47805461842728,309.409448454541,161.866214907378,NA,8.17580219945627,154.195788187763,2.53476694139357,NA,154.923249817381,NA,NA,-24.4981418327899,-49.8336689178614,NA,1.3802,10.9,105.096,4.8806,7.8974061730184,10.6736341627908,2.27357395544431,267.754454309045,9.26245313545553,123.430912394711,4.90634662584312,-39.2938155059805,2.12079441506747,-14.8543926630625,-47.3076956112451,60.9630703917355,3.55931666844571,3.42096523812861,113.753176565621
CBR 4T 29,14,NA,Kentville,domestica,dessert,Canada,new,NA,3.7252,11.3,181.765555555556,6.594,3.03339418017825,3.97308905096239,14.1463147372647,311.615640265023,212.625027066651,11.3676245918969,8.66285581474346,153.040444254501,0.988784319018935,2.91503753346185,157.378923837425,-6.23920198572807,-0.594887624500761,-14.5135650007097,-23.8819144516112,4.06021004387691,2.7202,11.2,135.906,7.9234,4.11734431291817,10.0508521159627,4.89403869104381,274.719833470104,9.66037600518448,192.732343468931,2.19762421707285,-44.4180936906359,11.4333378979105,-29.4845911413367,-17.9804181975141,87.3543384228953,4.8835802650703,5.36055550222761,121.677797426361
Champagne Reinette,489,200179,USDA,domestica,dessert,France,old,NA,7.6514,12.4,136.917,5.9379,1.62061844891131,9.11264191840315,16.4780546184273,312.592119609951,164.796650938468,12.0986037388377,9.17432349292305,154.085306621876,0.967128255420098,1.41383396902273,158.517602675147,-16.0353268732325,2.49116565570942,-16.9176077181797,-35.2769715981738,14.6257965517347,8.7368,13,145.638,5.968,1.48795897811556,11.7258037952261,11.1752842391438,288.027967792458,10.033208560926,160.599599224093,1.00777807131755,-21.8203330399641,10.8666000815455,-9.31608752224611,-40.51753271389,47.6474851422626,5.37407445424584,5.61797905298372,133.898483506124
Champlain,560,6009,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.62293092327633,12.0232825903875,263.095217704835,192.962938627801,11.4688145809922,3.70476279674688,155.595797443753,1.50141769300044,2.08214959928052,107.592553924227,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,12.5121347757618,6.07080263168739,246.998056110343,5.8782201020755,224.106821632515,2.14510660377965,NA,-12.0853459690274,NA,NA,NA,1.37421991197746,1.59626800118811,91.4879627844203
Charden,510,17207,USDA,domestica,dessert,France,old,1971,6.231,12.5,163.692,4.784,2.00609853956026,6.60497585045717,18.2194736145358,309.30217986977,202.748370842284,12.7287083374441,7.66978239102965,153.855631791221,1.95983004909666,1.92255825251436,155.368335407529,-5.6620320637703,-1.79679140554512,-19.263469629882,-37.6253489851912,4.34526688263643,5.1858,12.2,259.578,4.405,2.35257819429982,11.1716525307195,7.19087633276938,281.58425964243,7.65432647290984,260.620522463064,1.57410860068064,-27.8836158484897,9.20497183789755,-0.400015491186718,-42.4508476926068,49.454630594266,3.13533173009767,3.19656813748121,127.587822265624
Charlamoff,442,6552,USDA,domestica,dessert,Russia,old,NA,6.4052,12.9,150.231,6.5872,2.01398863423468,6.23835960569764,11.412184677846,246.988866143273,176.009610625114,11.6842268541043,4.25826842281329,152.113179225741,2.03566528906963,1.84460182624603,94.696215209749,2.67442733102434,10.4052511225305,-14.6461380907321,54.6919861770495,9.18283857136644,4.1004,10.3,NA,NA,2.5119500536533,11.9695172325381,6.49961166264949,239.530720575413,5.12338209022603,166.254494360908,1.87103445330075,-36.9131540032882,-13.9480749315408,NA,NA,34.2546124269327,5.10630333277821,4.79957907206626,87.3884734339132
Charles Ross,387,18778,USDA,domestica,dessert,United Kingdom,old,1890,NA,NA,NA,NA,NA,5.5623420687773,15.7780546184273,290.346529897922,307.849479530539,12.71666633352,6.48474322950482,156.89126212142,1.98958943766733,2.30630681144666,133.644664158878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6201300244814,10.8093696971611,253.219279083808,10.1784312082274,317.745218142841,1.06252502691295,NA,NA,NA,NA,NA,5.35457210167148,4.86058146401596,96.2451112192549
Charlotte,1218,14933,USDA,domestica,dessert,United Kingdom,old,1982,NA,NA,NA,NA,NA,6.38476503367898,9.28982598525645,246.770932305529,136.909568796623,12.2791310675977,4.40881972205172,149.975256049085,2.00048945284427,1.86183916961996,96.8393305421959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5506623812838,10.4279740918843,225.66470722012,6.48820252015658,212.201801714589,1.06210842316181,NA,NA,NA,NA,NA,NA,NA,75.6572827191166
Chautauqua,423,8318,USDA,domestica,dessert,United States,new,1915,8.2678,15.8,175.965,7.6822,1.91102832676165,8.77322480195327,12.0500660444598,306.59741881005,200.190530724694,13.2109628287511,8.495507119318,156.944820694559,1.02828587562058,1.44290789629265,149.197345018859,-5.76099226182764,19.5976417828863,-12.101237074999,-9.57337929208034,32.442849032275,6.6464,13.5,183.162,5.5066,2.03117477130477,11.7434923988447,6.833624083985,285.809524983144,8.488539298474,197.15491874835,1.75461139926268,-2.7397480704824,14.9572847795099,-7.09742310117592,-35.1290038677216,15.7620868163918,5.83481338353262,6.38240336505282,128.889761685872
Cheal's Golden Gem,522,215642,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.892552129249,1.05254219284817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chehalis,262,21836,Kentville,domestica,dessert,United States,new,1965,NA,NA,NA,NA,NA,5.85588507907495,16.1645327317659,278.648533713718,196.746420525104,12.5906661147978,4.78274555430784,153.957258708705,1.07186498851606,2.15340933541551,124.689584361571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0030512787347,7.12934917806821,260.69212956525,4.70915299309345,242.98293216336,1.82815223305141,NA,NA,NA,NA,NA,NA,NA,106.940772152395
Cherry Cox,156,10209,USDA,domestica,dessert,Denmark,old,1951,4.5024,13.45,87.4638095238095,4.11235714285715,3.00930274258,4.824962453291,10.79277710777,302.545755153804,110.582010459748,12.4336056742286,5.28527771883843,155.676989709101,1.44418244703774,2.52424501267568,146.879238867355,-6.68528421544477,8.17457423374863,-20.9059329269055,-22.1922222138037,19.2159527885989,NA,NA,NA,NA,NA,13.4990514356551,14.8789450232984,268.21905246538,9.74628103488237,159.517870065213,0.962173027827886,NA,NA,NA,NA,NA,3.63821185079141,3.86431562146942,114.049652059583
Chieftain,466,21339,USDA,domestica,dessert,United States,new,1966,4.02,14.3,123.387,6.116,3.55721393034826,4.38342999439337,10.7608926106443,313.139552119791,135.78218407977,13.982770546074,10.0663787457433,153.827451918758,2.45766480801531,3.106012172558,159.208507337943,-8.29099574666906,2.26871672449113,-9.12872639645272,-39.2432953847854,14.5267221351121,4.3952,11.9,129.996,4.8736,2.70749908991627,9.01484107904021,6.00274557038497,271.571759688763,10.0906891405681,122.457789966864,1.51874810494906,-26.7801716986961,32.0045455672854,6.1557619447287,-51.7020103175469,78.2717674572559,3.24647929797902,3.45100468032069,117.653271059857
Chinook,238,NA,Kentville,domestica,dessert,Canada,new,1997,3.1624,14.1,79.349,8.0935,4.45863900834809,4.30575142607109,14.2856725701306,309.883518562886,96.7002341986314,12.6969319171777,10.0144561841541,153.07861117965,2.04246405761154,2.99725541438377,155.577284232063,-26.5540509177599,11.050449761994,-17.9433217948473,-19.1818322316257,48.7573927450817,2.5326,11.3,62.376,8.8044,4.46181789465372,10.6780320948729,3.92280051418804,278.429166373737,10.4540638460175,78.0036899416314,2.70750458607376,-35.4389806251922,5.82474279531095,-20.0345521517319,-15.7801202509964,64.7944722828317,2.67989591106916,3.38553918169042,125.267220436095
Chiver's Delight,475,19060,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945946986132401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Circassian Apple,365,127890,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,4.7057514260711,12.0392394782753,310.359767970353,130.032854158828,12.6080430282888,8.62787998312318,152.091466514875,3.07113342441694,2.71430165316914,158.265202237229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9564750324172,6.75977234162034,282.651147209945,11.7935774339823,156.374405226211,1.89481372434604,NA,NA,NA,NA,NA,4.5483913772207,5.08221963020981,130.683281923823
Claudius Herbstapfel,426,133875,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.140567478372,1.87377772864107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3586748406142,8.02196225367155,239.894845829328,5.62260252015658,116.759574713375,1.44541390836894,NA,NA,NA,NA,NA,NA,NA,87.9631754809046
Clear Gold,538,12258,USDA,domestica,dessert,United States,new,NA,3.99387,13.2,142.071,5.0628,3.30506501213109,5.31264191840314,15.8392394782753,312.878761717967,160.702450118876,13.6097148499488,6.24614687514139,153.737428963335,1.49731369592549,2.6842043393931,159.373746855877,-24.8232788630997,-3.01045873823243,-11.5937561033412,-18.9452297359659,23.1301568075986,4.8776,16,202.208,6.1236,3.28030178776447,14.0707239574334,7.16265240149378,281.960036517539,8.04600856092598,206.010723630747,1.96760469798048,-31.9023215620128,13.7112777452178,-1.84588625471895,-23.8926984276629,66.7154886919777,3.27032984678043,3.22328023957628,128.188929092979
Clear Heart,408,172765,USDA,domestica,dessert,Ireland,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.035355072544,2.96163123178108,NA,NA,NA,NA,NA,NA,NA,7.1824,12.1,80.0925,4.279,1.68467364669191,11.7009825160561,9.53261188329051,253.926506855208,8.21776766290248,119.565703969021,1.32313865230731,-24.6544379658438,3.41011947839736,-33.0138180587707,-47.9298980510642,27.3240445174925,NA,NA,97.0437928735425
Cleopatra,399,19127,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.818956576131,1.0583953072165,NA,NA,NA,NA,NA,NA,NA,6.4722,15.3,206.42,5.1646,2.36395661444331,12.7295385077959,7.58281385708902,282.117345683912,9.93375189831529,189.143798402039,1.7816866526621,-14.6464607732752,20.1928883017235,9.13389798868221,-48.0095732924849,32.6808286356758,NA,NA,127.451476991878
Clivia,154,257104,USDA,domestica,dessert,Germany,old,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.818956576131,1.0390725115486,NA,NA,NA,NA,NA,NA,NA,4.9982,11.9,106.11,5.454,2.38085710855908,9.92587530380072,5.62579570321083,260.489229287227,9.37643120822743,106.915008681416,1.73114292561181,-11.1556788820582,19.8886711325435,-0.752942632979391,-41.8328799211544,37.5309382798449,NA,NA,110.451476991878
Co-op 28,25,25043,Kentville,hybrid,dessert,United States,new,1990,4.5694,12.9,138.155,4.8513,2.82312776294481,4.924962453291,12.4856725701306,308.693704119606,175.933742103011,12.6624334358714,7.60078521809578,153.077890150635,1.93087846501362,2.60585668910697,154.968010464525,-7.21959723882572,1.87615252101226,-21.4732783213871,-36.1736996797366,8.33779826596293,6.0836,12.4,182.684,7.6226,2.03826681570123,12.1661182943639,6.55924088840538,271.44254753826,7.83626166114906,187.474635254805,1.99681612595144,-7.25146242526571,1.9224020347102,-2.55535115366079,-2.72657640068811,2.07583909259744,2.72208632777643,3.3948262783915,118.383883176292
Co-op 29,15,NA,Kentville,domestica,dessert,United States,new,2004,5.1992,12,116.3,6.1415,2.30804739190645,5.624962453291,14.2856725701306,308.693704119606,131.433742103011,11.5846556580937,8.89678521809578,153.966153913688,1.47353108672482,2.05752466914376,154.968010464525,-7.56916080465389,3.58529726014011,-11.5143507754272,-30.9694473964777,12.1759280226247,5.5878,12,135.97,6.6554,2.14753570278106,9.95066238128382,8.05617409188429,274.66470722012,10.0430025201566,149.585801714589,1.28668612029889,-30.6395326581995,20.5949869485149,-9.10233562177784,-33.7309735147192,66.9043964103848,5.71745224152108,6.53363472040773,120.657282719117
Coast Apple,508,260647,USDA,domestica,dessert,South Africa,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.882058621092,2.5324583091261,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.612,5.4316,NA,12.328473684759,3.35442440143579,288.795115940996,8.84687258840315,224.183567897588,3.8984955986829,NA,NA,-2.93133344215043,-38.6042926952518,NA,NA,NA,134.733555269767
Coat Jersey,465,10958,USDA,domestica,cider,United Kingdom,old,NA,2.4656,17.3,105.387,4.8694,7.0165476963011,1.9945018928077,12.9392394782753,280.888119531022,118.44288588225,12.1073401037357,8.74610555830028,157.02866005707,2.54411351208846,6.7101652652013,123.310084726418,23.619837558997,42.8885275524895,-11.0229380050985,-44.3249344803664,4.56594463758873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8291518640609,7.10639871012323,NA
Coconut Crunch,456,21332,USDA,domestica,dessert,United States,new,1982,7.4638,14.5,151.456,8.0259,1.94271014764597,6.71264191840315,11.9856725701306,312.717502714747,213.517404957615,13.331937072171,10.7238781002325,155.559216481762,1.52343526053531,2.08824474343349,158.689677660488,11.190200382021,8.76138944780356,-29.0662042140943,-25.1586047045239,-6.96923079754684,4.8374,14.3,183.512,8.1918,2.95613346012321,10.6717544860591,7.64510221777226,281.879345238946,10.3939405746646,243.42469080245,1.37362180132473,-36.7255026524735,33.9985849438404,-24.6124132293021,-21.1867728013796,115.207232243424,7.92506284906436,8.28114694738351,126.288560644278
Coe's Golden Drop,421,200103,USDA,domestica,dessert,United Kingdom,old,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.685783979174,2.93771544405503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole,564,133811,USDA,domestica,cider,Australia,new,NA,10.1572,13.7,127.608,4.8431,1.34879691253495,11.352827734306,19.1780546184273,310.957875058726,140.546206205903,13.2757233522167,7.34133145847316,153.221710446218,1.46443348300271,1.20987168664505,156.740398092076,-10.5315412361367,3.19588346734008,-9.20566022746161,-34.02967803054,11.4826412935686,10.05,12.9,NA,NA,1.28358208955224,12.1072274535438,13.3596106760969,271.311067505795,7.89222434889243,134.851619912898,0.968083506057254,-24.7732569184705,6.54792808261114,NA,NA,32.5900174438389,4.3253247921672,5.0096248313562,118.199235676487
Collet,516,17412,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,7.95282773430604,19.2392394782753,262.168363652727,132.155204740866,12.4535011299945,4.58104588429514,152.160203737945,1.52074048816052,1.58539733845331,110.019934448884,NA,NA,NA,NA,NA,7.6246,12.3,NA,NA,1.61319938095113,12.0670921139236,10.3670219471289,240.335984467902,6.35702012565282,127.918146045842,1.09821449540069,-26.4533244080611,1.93010779960534,NA,NA,46.8929237145558,NA,NA,88.4682935003908
Collins June,367,10359,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.2730890509624,4.58982598525646,229.417762267984,106.910025882476,8.74614012499532,4.11487239129664,152.108107418905,2.43087846556404,1.9705930890174,77.3902007327712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.301967233399,16.6156642989262,226.382944795398,3.89756166114905,134.332027851025,0.622881791770126,NA,NA,NA,NA,NA,NA,NA,74.4673634609129
Conrad,544,14753,USDA,domestica,dessert,United States,new,1935,6.0032,11.9,117.787,8.1801,1.98227611940299,7.624962453291,14.8392394782753,307.357264622242,149.096359807036,11.8846556580937,8.4784108728015,152.870366928485,0.973531086346552,1.51915296410538,152.994926345217,-21.2691205133874,0.129110529978626,-20.9994126265439,-3.51847624840256,30.4856170668989,8.509,11.35,129.9,4.6677,1.57494789075389,9.54098510430669,7.50753045483538,268.235316644219,7.50274304215775,138.964283512385,1.34050536580514,13.3395335681869,18.9604624251718,-6.52274331452741,-37.7867538076102,17.4891149956672,5.74455664229743,5.84468108178867,115.302107730324
Coombs Wealthy,386,11179,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48878431993627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cornish Gilliflower,446,8183,USDA,domestica,dessert,United Kingdom,old,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.930159232927,2.04490662239661,NA,NA,NA,NA,NA,NA,NA,6.968,13.7,NA,NA,1.96613088404133,14.0572273734164,11.3997340050851,268.428424500432,9.59161827862619,159.36049997584,1.21636916958158,-38.8757667776128,-2.5412363613891,NA,NA,61.6393224367616,NA,NA,117.940772152396
Cortland,134,3780,USDA,domestica,dessert,United States,new,1915,5.762,13.5,166.074,4.1285,2.34293648038875,6.03835960569764,16.6694736145358,299.37323293545,225.019453989406,13.0620046318821,6.03196323484375,153.13184763041,2.0356652897496,2.16103060708369,146.018021754933,-4.57673314846759,3.35320175165785,-26.1957146123824,-31.5562804469424,8.41755191753354,6.3918,14.4,NA,NA,2.25288651084202,13.077109179466,8.79682628090468,267.606533032754,7.80168209022603,243.785047443259,1.52418420457967,-27.3397041626852,10.1160799560444,NA,NA,47.8093332861501,3.94863081790871,4.21384972793954,114.549001059622
Cotton Candy,92,NA,Kentville,domestica,dessert,Canada,new,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.090889688367,2.0022540018732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3806506018435,1.92019321560996,240.298252346457,2.73932080214154,378.766011163676,6.40177955663748,NA,NA,NA,NA,NA,NA,NA,88.2636701108211
Court Pendu,440,18373,USDA,domestica,cider,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.858228377652,1.2765364716533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Court Royal,482,18860,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,1.7730890509624,16.4608926106443,270.189543441136,153.686192626477,10.7676245918969,6.87901151199132,154.085378849623,1.98878431969891,6.32278011767501,116.38679274766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07627515770183,5.00084052424006,NA
Cox's Orange Pippin,146,3860,USDA,domestica,dessert,United Kingdom,old,1850,11.122,13.2,84.751,4.5894,1.18683689983816,5.79903140842315,11.7159936536976,312.225874200057,107.230033035038,12.0822463812672,4.7760113325539,154.171076187918,1.46712825510704,2.11519472406547,158.22661452499,91.790649449582,9.251206964839,-20.9633741581455,-3.90726318595464,-43.889946096451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coxs Orange,231,189941,Kentville,domestica,NA,Denmark,old,1958,5.4002,12.3,101.574,4.2297,2.27769341876227,5.11264191840315,12.0856725701306,312.717502714747,140.817404957615,11.7541592943932,4.12387810023245,154.06935282757,0.919669344779673,2.41753767272641,158.689677660488,5.62445182326917,4.64380898655313,-27.8682915435254,2.56607729897703,-5.78457392998674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18181906273025,2.14870471194782,NA
Cranzhevoje,454,17549,USDA,domestica,NA,Former Soviet Union,old,NA,6.1104,12.5,112.542,5.4053,2.04569258968316,5.624962453291,12.4780546184273,272.660534535034,137.132080995137,11.6957667692048,6.39142800912706,154.159399352673,1.42569595031968,2.078100800831,118.432797758858,8.6300584357676,6.87627623451558,-17.9316763930746,-15.4289152239351,-1.55951102732266,NA,NA,NA,NA,NA,13.9571172381627,4.25615545193615,267.092618316642,7.61180252015658,168.561463677648,3.41086258693152,NA,NA,NA,NA,NA,3.70016702770276,3.8756005563925,112.95243249502
Creamy Kitaika,447,287718,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0390725115486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crimson Beauty,158,7205,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.87096778532419,2.8694736145358,226.204002484166,121.742106947124,10.7014003494015,4.05029016221984,150.063969793293,0.994618924458528,1.17670172386982,75.8500640357426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1154034714326,20.4430763288954,225.40308254621,2.73116766290248,153.429369760583,0.578614716265951,NA,NA,NA,NA,NA,2.60193998056916,3.24625216772962,75.3488192933911
Crimson Bramley,472,130004,USDA,domestica,dessert,United Kingdom,old,NA,16.3078,12.9,265.921666666667,5.765,0.791032512049449,11.0834299943934,19.0463147372647,312.945071757493,269.560875528,12.7716594349629,7.87381095327973,154.03067277613,0.948641757189846,1.19572616511923,158.743458039123,47.1367618891387,1.00488558820919,-1.3500508388707,-26.7825956934022,-33.8450110798928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crimson Crisp,19,NA,Kentville,domestica,dessert,United States,new,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.914731665754,1.08121155998923,NA,NA,NA,NA,NA,NA,NA,8.442,13.1,77.934,8.7812,1.55176498460081,12.4014086477146,11.0006256803667,264.558703314854,11.4838652135379,134.229586353742,1.04627238120617,-23.258910490275,5.63316129748002,-41.9397748908973,-23.5344560675602,48.3136717048666,NA,NA,110.526349276186
Crimson King,473,138363,USDA,domestica,cider,United Kingdom,old,1934,NA,NA,NA,NA,NA,4.97308905096239,17.0463147372647,297.615640265023,116.936138177762,11.9967912585636,7.04074470363236,154.171646269677,1.46515595380028,2.45038115809119,143.378923837425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crollon,402,140208,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.920604587276,1.53907251086863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54669808222117,13.288004243966,NA
Crookston,533,19460,USDA,domestica,NA,United States,new,NA,NA,NA,NA,NA,NA,6.1623420687773,4.2500660444598,261.147032657009,155.992739956169,11.7728993802124,5.11485201524248,152.670646380107,0.999286051009213,2.06470171221445,108.514590617736,NA,NA,NA,NA,NA,5.5074,11.9,NA,NA,2.16072920071177,11.9444431228317,7.29470348980533,243.296482499549,7.97629149554073,164.814368554161,1.59805719419272,-24.5013864141725,-0.372081999760601,NA,NA,35.2097539790052,4.05107285022301,4.04631551684497,90.3977073577763
Crow Egg,396,11389,USDA,domestica,cider,United States,new,NA,NA,NA,115.293333333333,4.12466666666667,NA,4.08341157060363,12.3284206554454,306.825556167839,118.646077859706,12.7627172308409,7.13402745947692,151.4573373103,1.71483064325775,3.10995842407103,155.033816021777,NA,NA,-2.82583679701362,-42.1831960965132,NA,2.479,11.5,85.006,3.967,4.63896732553449,10.9467306232319,4.70620787124062,274.279205774142,7.8834336825079,86.3861001820232,2.16798763280062,-47.3248936760946,5.05419742031391,-1.59759519079482,-49.6792874810103,113.975728244439,3.94175043090325,4.11804032469082,124.201207998917
Dakota,514,12257,USDA,domestica,dessert,United States,new,1965,4.7704,13.6,167.705,5.167,2.85091396947845,4.30004708771666,14.0645327317659,268.833977769134,194.180624291097,12.019833511868,4.72242658664184,152.090110078524,1.00225400123583,2.91486001200722,116.676114590982,10.9383200390277,13.1463259168423,-13.6345345411019,9.41408839717507,-2.19379463388829,4.1004,12,166.46,3.5116,2.92654375182909,11.3525092560669,7.47060673849721,254.396655967962,7.10123689761749,212.718593075411,1.5066634113255,-45.1128918502697,5.70350333418203,-21.746379762399,-50.5494598951041,94.2400492260205,2.52779660509085,2.15622477407513,102.609108177552
Damelot,451,140209,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,0.983601804551009,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,6.2942,NA,9.94477274461962,3.0876668990821,267.583582074857,11.3214312082274,63.8785009361483,3.17381349362058,NA,NA,-13.8990439757237,-44.404555535117,NA,NA,NA,113.78315446113
Daux Belan,477,139795,USDA,domestica,NA,France,old,NA,NA,11.6,56.261,6.2112,NA,1.89803595639825,20.1339403018419,306.012047075109,71.5247324265817,13.0809649202336,8.49232299081006,153.077063418775,1.94864175788117,6.94654655197906,153.012858771939,NA,-11.3215265789976,-21.3404956701509,-26.8610013217652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4319573964091,26.4357850497651,NA
Dayton,8,24941,Kentville,domestica,dessert,United States,new,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.06061584851,1.00780857459415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8889064002349,5.53184337181535,264.019740638213,5.55035862333342,232.124630759839,2.09620757611205,NA,NA,NA,NA,NA,NA,NA,110.906769451103
